2010-01-01,8.478181818181817,11
2010-01-02,11.640786026200875,0
2010-01-03,9.83,1
2010-01-04,10.971961538461537,0
2010-01-05,11.47287009063443,0
2010-01-06,12.051800643086835,0
2010-01-07,13.62,1
2010-01-08,8.5425,4
2010-01-09,11.908309859154947,0
2010-01-10,12.257330508474586,0
2010-01-11,10.16,2
2010-01-12,11.015000000000002,26
2010-01-13,11.128125000000004,48
2010-01-14,10.23126050420166,0
2010-01-15,11.348514285714302,0
2010-01-16,9.338571428571427,7
2010-01-17,9.946641791044774,134
2010-01-18,10.096237623762372,202
2010-01-19,8.453593749999994,128
2010-01-20,8.820942028985508,138
2010-01-21,7.552057142857138,175
2010-01-22,6.367786259541988,131
2010-01-23,7.244090909090909,22
2010-01-24,5.707692307692308,13
2010-01-25,6.9943478260869565,23
2010-01-26,9.933636363636367,66
2010-01-27,7.597500000000001,4
2010-01-28,9.4466862170088,0
2010-01-29,9.565000000000001,16
2010-01-30,8.3225,4
2010-01-31,8.927971014492769,0
2010-02-01,9.96,2
2010-02-02,9.2075,4
2010-02-03,7.944999999999999,2
2010-02-04,9.300810810810809,37
2010-02-05,10.155,158
2010-02-06,9.754071428571416,140
2010-02-07,5.836666666666666,3
2010-02-08,7.565714285714286,7
2010-02-09,7.42173913043478,92
2010-02-10,7.965685131195337,0
2010-02-11,6.205,2
2010-02-12,10.521428571428572,7
2010-02-13,12.181876750700281,0
2010-02-14,12.660887372013635,0
2010-02-15,13.420671140939625,0
2010-02-16,13.91644670050759,0
2010-02-17,14.08849350649347,0
2010-02-18,12.08,1
2010-02-19,10.468157894736843,38
2010-02-20,9.465714285714283,28
2010-02-21,9.057796610169492,59
2010-02-22,8.654166666666667,12
2010-02-23,7.857283950617281,81
2010-02-24,9.286938775510201,49
2010-02-25,10.3975,4
2010-02-26,10.13293103448276,58
2010-02-27,10.023621621621622,185
2010-02-28,8.403333333333334,3
2010-03-01,11.479235474006119,0
2010-03-02,9.16863636363636,44
2010-03-03,8.134848484848487,66
2010-03-04,7.974999999999999,6
2010-03-05,7.3,1
2010-03-06,9.25456140350877,57
2010-03-07,10.485000000000003,20
2010-03-08,7.876250000000001,16
2010-03-09,5.390000000000001,6
2010-03-10,6.956666666666666,3
2010-03-11,9.206344647519563,0
2010-03-12,8.417812500000002,64
2010-03-13,6.886666666666667,3
2010-03-14,9.401535836177482,0
2010-03-15,13.04389830508472,0
2010-03-16,15.392480818414315,0
2010-03-17,16.12552825552829,0
2010-03-18,14.373164556962013,0
2010-03-19,13.829650349650297,0
2010-03-20,14.290899470899449,0
2010-03-21,14.236784565916409,0
2010-03-22,13.158035190615815,0
2010-03-23,13.092901408450718,0
2010-03-24,10.41,1
2010-03-25,7.9316666666666675,6
2010-03-26,10.970633802816902,0
2010-03-27,13.0480926430518,0
2010-03-28,14.810463576158924,0
2010-03-29,10.514999999999999,6
2010-03-30,9.596000000000002,15
2010-03-31,8.214687499999998,32
2010-04-01,10.043124999999996,16
2010-04-02,7.0550000000000015,34
2010-04-03,8.17,1
2010-04-04,7.896779661016952,59
2010-04-05,10.32375,96
2010-04-06,10.636815642458105,0
2010-04-07,13.87264044943823,0
2010-04-08,14.462771428571438,0
2010-04-09,13.560398126463681,0
2010-04-10,11.293689320388374,0
2010-04-11,10.315731707317074,82
2010-04-12,9.805825242718448,103
2010-04-13,10.778560000000008,0
2010-04-14,11.756955307262524,0
2010-04-15,13.027617728531881,0
2010-04-16,13.373253588516743,0
2010-04-17,14.770353982300913,0
2010-04-18,15.577483660130714,0
2010-04-19,14.566983606557393,0
2010-04-20,10.66709302325582,86
2010-04-21,8.280166666666668,60
2010-04-22,9.311333333333332,30
2010-04-23,12.402164009111589,0
2010-04-24,13.979111675126909,0
2010-04-25,15.868562300319487,0
2010-04-26,15.39,1
2010-04-27,10.743157894736845,19
2010-04-28,9.537872340425533,47
2010-04-29,6.8,1
2010-04-30,11.913340248962616,0
2010-05-01,13.262298507462708,0
2010-05-02,14.518713826366561,0
2010-05-03,16.41943502824861,0
2010-05-04,16.666246719160096,0
2010-05-05,14.44872628726291,0
2010-05-06,14.23537530266342,0
2010-05-07,15.804066390041442,0
2010-05-08,15.009773371104815,0
2010-05-09,10.847999999999999,5
2010-05-10,9.87761904761905,21
2010-05-11,11.603280000000014,0
2010-05-12,16.01,1
2010-05-13,16.226370967741953,0
2010-05-14,16.148774038461525,0
2010-05-15,16.89325870646772,0
2010-05-16,16.224660493827137,0
2010-05-17,12.197368421052632,38
2010-05-18,14.030749999999994,40
2010-05-19,12.2575,8
2010-05-20,16.661228571428584,0
2010-05-21,13.614543269230786,0
2010-05-22,-0.36,1
2010-05-23,7.5025,4
2010-05-24,9.79,1
2010-05-25,11.823125000000003,48
2010-05-26,12.097142857142856,7
2010-05-27,11.586052631578946,38
2010-05-28,13.45054466230935,0
2010-05-29,17.13455012853469,0
2010-05-30,18.81179487179486,0
2010-05-31,17.861615384615366,0
2010-06-01,16.79723618090448,0
2010-06-02,11.37,1
2010-06-03,13.23,1
2010-06-04,19.35,1
2010-06-05,21.828877551020362,0
2010-06-06,21.394920634920663,0
2010-06-07,19.48,1
2010-06-08,18.820336391437312,0
2010-06-09,18.076484149855933,0
2010-06-10,16.0775,4
2010-06-11,20.48,2
2010-06-12,18.431942257217823,0
2010-06-13,20.825702479338876,0
2010-06-14,21.30438775510206,0
2010-06-15,19.106410891089087,0
2010-06-16,17.54014084507039,0
2010-06-17,18.0919047619048,0
2010-06-18,17.218710407239836,0
2010-06-19,16.736138107416835,0
