16.76,651
18.13,594
16.15,572
16.07,564
17.42,561
18.71,555
16.28,550
16.81,542
13.63,531
14.52,520
12.85,499
14.64,497
15.08,489
15.48,486
14.8,486
14.08,484
17.0,481
18.0,479
15.4,478
14.23,475
15.58,468
20.54,467
15.9,467
18.84,465
19.56,464
17.8,460
14.46,460
16.41,459
14.71,459
13.65,458
17.93,453
13.96,452
18.3,451
15.14,446
15.16,445
13.93,444
17.67,441
13.37,439
15.75,435
11.92,435
14.2,432
17.03,431
19.54,428
13.03,427
14.06,427
14.16,421
16.02,421
13.11,417
16.49,417
14.92,413
19.52,407
18.39,406
14.6,398
15.07,396
18.33,396
17.49,391
17.29,390
18.21,388
18.8,387
15.86,387
13.18,386
13.07,385
16.14,384
16.66,383
16.0,382
13.7,379
20.18,374
18.11,373
20.95,373
17.05,372
16.65,369
12.23,367
16.39,366
17.13,366
12.74,364
13.71,363
19.38,362
15.51,361
12.14,360
14.67,360
15.17,360
16.44,359
17.56,357
17.37,356
14.7,356
18.53,355
16.06,355
16.18,355
18.99,353
14.27,353
13.69,351
16.47,351
16.55,349
18.2,349
19.33,348
16.1,348
14.32,347
13.3,347
16.26,345
15.38,344
13.73,341
15.73,340
21.26,340
13.26,338
19.48,338
21.78,337
20.14,336
13.19,335
13.43,334
10.31,332
12.81,330
16.37,330
13.36,329
15.45,327
17.92,326
13.58,324
18.22,323
14.18,322
17.6,322
11.91,322
15.26,321
15.24,321
18.48,316
18.29,316
18.76,316
15.06,316
16.62,316
16.74,316
13.15,315
12.36,315
19.29,315
14.33,315
18.49,314
13.29,314
19.2,314
21.7,313
14.61,313
23.68,312
12.8,312
11.95,311
12.12,308
16.2,307
22.16,307
19.16,306
15.21,306
14.15,305
12.77,305
15.44,305
14.36,304
19.84,303
16.93,303
17.12,303
13.22,302
12.76,302
19.75,301
15.42,301
13.24,301
19.95,300
21.88,299
12.1,299
11.34,299
13.75,298
13.16,297
13.59,297
19.99,296
15.72,296
14.38,295
17.23,294
17.5,294
20.15,294
23.08,294
12.35,293
16.85,293
13.25,293
18.15,293
14.72,292
13.68,292
12.89,292
17.78,291
15.27,291
18.65,291
14.43,291
14.99,290
11.9,290
15.99,290
18.94,289
14.73,289
14.29,288
14.95,288
16.8,288
17.34,287
19.64,287
21.0,286
17.16,286
15.15,286
21.99,285
18.05,284
16.19,284
17.3,283
14.9,283
19.07,283
22.21,283
19.46,282
14.28,282
11.79,282
13.82,281
19.51,281
13.46,281
19.89,280
19.22,280
15.49,278
15.64,278
12.59,278
15.74,278
13.91,278
14.35,277
14.74,276
15.56,275
15.68,274
18.9,274
21.39,274
22.42,273
14.47,273
15.3,273
16.75,272
15.79,272
23.05,272
19.91,272
14.59,272
15.31,272
12.57,271
21.18,271
12.09,271
12.67,270
20.63,270
13.72,269
16.05,269
17.7,268
16.16,267
20.34,267
22.74,267
10.04,267
16.36,266
13.17,266
14.03,266
18.81,266
17.71,265
15.59,265
23.58,265
17.06,265
18.55,264
20.64,264
9.75,264
17.47,262
21.53,261
11.3,261
14.04,260
18.95,260
16.96,260
13.05,259
18.23,259
11.64,259
12.83,259
18.36,258
13.14,258
15.01,257
16.12,257
23.02,257
19.31,256
19.1,256
14.49,256
19.19,255
17.51,255
18.82,255
16.31,255
14.14,254
11.2,253
13.23,252
13.6,252
20.96,252
18.73,251
18.93,251
12.79,251
20.75,251
17.08,251
18.18,251
15.04,251
20.03,251
13.41,250
11.12,250
16.73,250
14.76,250
18.52,249
