"RENDNCCO"	"RENDMARK"
4.49443615549	7.26344840404
0.813929024403	6.33989550391
-8.33387843686	-9.28521683366
0.615181010927	0.793290770607
-5.10238748042	-2.90242098467
12.2558003298	8.61315087473
3.55036306455	3.98206284817
-0.84902213225	-1.15017090689
-0.0693214694633	3.48612586783
-3.20033524006	4.32985027813
2.76868879574	0.936875279427
-2.12063700465	-5.20245584634
-0.162048851033	-2.08275750919
4.11210432139	2.72852289303
6.42094283144	0.653397106077
10.7246127399	6.43607196176
-4.66777555318	-4.25919793208
6.1690623875	0.54390970718
-2.06516553829	-0.486845932948
5.4630195011	2.84399950782
-15.2503034676	-16.4572142006
3.45621632976	4.46893817121
2.8311204655	5.8855196578
0.43420607821	-0.390698164194
8.98881129257	2.49956789582
-0.940143968857	-4.03360707463
1.45125185105	3.04252577699
1.93351954509	0.734564664893
2.51792106437	2.77973228755
-4.99176906925	-5.90011657568
8.01729455147	3.00534438548
6.47186221781	3.95499061889
9.17007681137	2.54712706651
4.6315088412	4.32900810597
5.63533750911	0.19194059409
-3.58800103818	-0.921675550045
7.13721891668	3.39468257707
-0.619819331929	0.758714352617
1.5107813877	1.86207366377
2.4212044979	6.79775134058
-3.95043746424	-1.69925362774
2.00688159932	4.09259240184
-2.6292498427	-2.92629926245
-2.21270586596	1.77342430575
-1.83089445498	-2.80081566678
-2.0932748127	-1.5053949954
4.48975284732	4.1869628396
0.273817843697	1.20141698131
7.40978344673	6.76932078816
-0.757231814316	-1.68602741653
7.58359555019	5.24580610484
3.27650807013	1.72871026411
-9.39616468359	-7.27907559507
2.80329467352	-0.779470670072
0.408834431587	-2.43963448698
7.41692530199	8.44597781332
0.790524468963	1.22108012872
7.01249211043	2.73338677163
3.44210499688	5.12753328983
5.54180472539	3.19155476307
2.12241771592	3.90783868802
-2.94039787897	-1.70856748437
-2.02776103991	0.435218491837
0.844030033933	0.958067844703
1.71877929049	1.09547737502
-3.4035823448	-6.81610890928
-0.107401974282	2.78505435387
3.905232481	3.90020902271
-6.2128407475	-4.20300441361
9.33436330707	5.60179801986
2.4088462095	1.57009397634
2.16958613823	-1.08442712136
3.69768737793	0.778669472963
5.54064212387	6.47065126217
8.70234767638	8.95378119233
-2.60868188681	-2.38776168522
-0.800173520168	-2.87383858819
5.31727543356	3.44026909849
-6.06354995268	-5.89105337461
6.15027019015	6.3755820041
-4.00695845539	-5.73483939576
2.87511924666	3.63088408047
-3.12730538241	-1.3160668704
4.57475731434	3.52160121645
13.513841753	8.6734128964
10.1468568151	6.91436192266
-5.36884985316	-0.46066085362
2.05537101769	4.29597607749
9.3558133522	7.71969252877
1.76171509591	3.03988762212
1.33825422391	2.51022380447
-1.32268658196	-3.03944356322
3.42437349931	3.7870920182
-29.9507295231	-27.8696931059
-9.13928165179	-9.9563670937
6.9644052366	7.9758659481
3.50727558289	3.93693839762
-0.70439971655	-0.327970639797
-4.30126381442	-2.16154420151
3.0054195428	2.72178784156
0.874615936667	-0.514825421856
3.44014927425	3.12879648191
0.47244695223	0.181502074689
-6.81347500726	-7.89236378642
5.87268710289	3.34708189943
4.58142339273	3.15859214384
-6.09994110343	-4.81647036326
-0.0624950473033	-0.00854999688333
13.5463032543	13.4609821867
-0.838263317048	-0.764474691546
2.97313108126	2.29849109664
0.933876830927	0.762074587767
-1.17804649762	-0.495796117133
4.09473431388	1.2066360127
11.0846329607	4.63702611636
2.52780164129	2.68087411649
-6.04734785849	-5.30385803472
-5.39298769615	-7.2106555994
6.09422817813	5.350185944
2.00963595814	4.10624585458
-6.30238915774	-3.62954737399
-5.49707620006	-5.20580429853
0.420547739897	-2.18324486271
-3.77942239667	-5.40856379432
7.75601967249	10.5759916897
1.75375479923	-0.338612099171
-2.7879143153	-2.21316202036
-9.50571561871	-8.47617742691
-2.37925515759	-7.45941471028
1.08704585672	-0.0858877625267
4.53505349648	5.03477053387
0.63279975992	-1.76771490795
1.24588517421	0.189108455717
8.28407257926	10.3874150409
6.94990310019	2.9219138274
0.33871926535	0.97172018846
1.78239978071	-0.431781900201
-0.189369278199	-3.34292498567
3.56598913558	5.24281150875
1.90655587187	2.88065469079
-0.591485994666	-1.12147222427
1.16892825371	-3.96957795615
-2.99256021615	-5.70799506243
5.32642388759	1.50256704911
2.32686606857	2.59956509358
-2.28719601017	0.135881086983
-3.85019911275	-6.1461380645
2.78925506833	10.4573683084
2.8084862212	1.41598704574
-8.886281042	-8.26110942418
0.684445638673	-3.77881216689
-5.78234446193	-5.38681848826
9.89798125147	11.1943637243
3.86542506489	3.99987003751
1.12827719515	3.62067475241
-0.11579381729	2.88722225077
-5.03920544871	1.33674609084
0.161926255469	1.24027384618
-2.44232867352	0.407144312042
-3.38682314837	-1.73493004718
-1.44878256542	1.11153368679
-2.29246099981	1.35412774178
0.595323658377	1.94306156812
7.32113236547	4.96197982657
-4.41699807391	-1.61872993633
4.90388499605	4.21540860793
2.53565531027	1.88036016494
4.08392300744	5.82635241328
-0.890513019858	2.97354069336
-3.54333346507	-5.47985856254
-7.62803609236	-5.78454708778
1.46870073312	1.15708343785
-7.06113013301	-6.35619949326
-0.713303231747	-0.843583888038
5.34412082739	5.77995322445
6.57015701486	3.29813018386
-6.25978912391	-7.11001008546
2.69951194764	2.96800559669
-0.960872482687	-1.53124515834
2.82930539516	0.264280258588
-1.17236075285	-2.42038843076
0.799148167537	0.138795212756
3.76799278292	3.23165658475
2.87519989106	2.21580468236
1.55827030867	3.85681358928
2.97615719784	-0.952204306023
2.06638480836	4.02003636325
-0.187093976958	1.42360034531
1.54086223894	-0.0379125707287
1.62876066175	-1.17655328959
2.18472737108	3.7602773562
1.66860007345	0.434626356953
1.87901132626	1.90634510282
-2.9127044621	0.301898960732
-4.60724105421	-0.31413232378
3.03435227525	3.03433174107
-2.02226657275	-1.49734629913
2.22089684408	-0.894676854324
0.195258784575	-0.532816274273
1.6023061936	3.86373708829
3.74051542305	2.11825489738
-3.18524140327	-0.853553262275
2.45476261289	1.77034093944
0.475387439058	1.70255163452
2.4731679384	3.46575334806
5.17305814862	1.11525322144
0.113794999656	-2.0578184607
4.79150248028	3.57089954981
1.9793079773	1.95348043817
4.93439169501	2.45870040422
-0.347677934104	2.99234129665
-2.46374800587	-0.457968037536
7.26331899509	8.11127896725
-6.37224143191	-6.96712450352
3.65783264865	-0.155924790699
4.32122734702	3.85328343303
18.3016534336	7.37946601361
-3.30614019804	4.29909788615
2.48418973705	3.41078051673
-0.428138530521	-0.0814949933883
-3.10671497472	-1.61313115945
4.59147702615	-0.397288954437
-2.34709881485	-2.23736528266
-7.95034808192	-12.4631992988
-6.85495013909	-5.17073498481
15.9606454728	11.7054478845
-2.50672612825	-0.380200222688
8.29436671898	4.98670518694
0.282897662882	2.4937279935
-4.44923789147	0.937105258867
5.08462517637	4.28008250566
-9.12741093693	3.96082440225
-1.22511900062	-4.49919807867
3.4992405454	3.65674569862
-7.6955517869	-2.50397147251
1.95342266504	-0.1219019234
-4.73820591091	-5.38803243231
5.65999083117	4.01098971565
1.26181537355	6.26531297528
-7.19449911462	4.04565842715
